id,guidislink,link,updated,updated_parsed,published,published_parsed,title,title_detail,summary,summary_detail,authors,author_detail,author,arxiv_doi,links,arxiv_comment,arxiv_primary_category,tags
http://arxiv.org/abs/astro-ph/9907133v1,True,http://arxiv.org/abs/astro-ph/9907133v1,1999-07-11T12:38:37Z,"time.struct_time(tm_year=1999, tm_mon=7, tm_mday=11, tm_hour=12, tm_min=38, tm_sec=37, tm_wday=6, tm_yday=192, tm_isdst=0)",1999-07-11T12:38:37Z,"time.struct_time(tm_year=1999, tm_mon=7, tm_mday=11, tm_hour=12, tm_min=38, tm_sec=37, tm_wday=6, tm_yday=192, tm_isdst=0)","The extra high energy cosmic rays spectrum in view of the decay of
  proton at the Planck scale","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The extra high energy cosmic rays spectrum in view of the decay of\n  proton at the Planck scale'}","The structure of the extra high energy cosmic rays spectrum in view of the
decay of proton is considered. The time required for proton travel from the
source to the earth defines the limiting energy of proton. Protons with the
energies more than the limiting energy decay and do not give contribution in
the EHECRs spectrum. It is assumed that proton decays at the Planck scale.
Depending on the range of distances to the EHECRs sources, the range of the
limiting energies of proton is determined. This allows one to explain the
structure of the EHECRs spectrum.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The structure of the extra high energy cosmic rays spectrum in view of the\ndecay of proton is considered. The time required for proton travel from the\nsource to the earth defines the limiting energy of proton. Protons with the\nenergies more than the limiting energy decay and do not give contribution in\nthe EHECRs spectrum. It is assumed that proton decays at the Planck scale.\nDepending on the range of distances to the EHECRs sources, the range of the\nlimiting energies of proton is determined. This allows one to explain the\nstructure of the EHECRs spectrum.'}",[{'name': 'D. L. Khokhlov'}],{'name': 'D. L. Khokhlov'},D. L. Khokhlov,,"[{'href': 'http://arxiv.org/abs/astro-ph/9907133v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/astro-ph/9907133v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/9411242v1,True,http://arxiv.org/abs/hep-ph/9411242v1,1994-11-08T11:19:41Z,"time.struct_time(tm_year=1994, tm_mon=11, tm_mday=8, tm_hour=11, tm_min=19, tm_sec=41, tm_wday=1, tm_yday=312, tm_isdst=0)",1994-11-08T11:19:41Z,"time.struct_time(tm_year=1994, tm_mon=11, tm_mday=8, tm_hour=11, tm_min=19, tm_sec=41, tm_wday=1, tm_yday=312, tm_isdst=0)","Proton-ring and Electron-linac Collider (PRELC) as a (first)
  TeV-rangeelectron-proton or photon-proton collider","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Proton-ring and Electron-linac Collider (PRELC) as a (first)\n  TeV-rangeelectron-proton or photon-proton collider'}","The use of the existing proton storage rings combined with electron linear
accelerator as a ring-linac type electron-proton or photon-proton collider is
investigated. The total CM-energy of Proton-ring and Electron-linac Collider
(PRELC) is in the range of 1.0 TeV. The most important physical issues are
listed and the most critical machine aspects of the PRELC are studied. It is
shown that the luminosities in the range of $10^{31}$ to $10^{32}$ could be
achieved. The PRELC could be used simultaneously with the $e^+e^-$-collider if
the refocused electron beam could be used as the electron beam for the PRELC.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The use of the existing proton storage rings combined with electron linear\naccelerator as a ring-linac type electron-proton or photon-proton collider is\ninvestigated. The total CM-energy of Proton-ring and Electron-linac Collider\n(PRELC) is in the range of 1.0 TeV. The most important physical issues are\nlisted and the most critical machine aspects of the PRELC are studied. It is\nshown that the luminosities in the range of $10^{31}$ to $10^{32}$ could be\nachieved. The PRELC could be used simultaneously with the $e^+e^-$-collider if\nthe refocused electron beam could be used as the electron beam for the PRELC.'}",[{'name': 'Raimo Vuopionperä'}],{'name': 'Raimo Vuopionperä'},Raimo Vuopionperä,,"[{'href': 'http://arxiv.org/abs/hep-ph/9411242v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/9411242v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/nucl-th/9308016v1,True,http://arxiv.org/abs/nucl-th/9308016v1,1993-08-20T05:36:21Z,"time.struct_time(tm_year=1993, tm_mon=8, tm_mday=20, tm_hour=5, tm_min=36, tm_sec=21, tm_wday=4, tm_yday=232, tm_isdst=0)",1993-08-20T05:36:21Z,"time.struct_time(tm_year=1993, tm_mon=8, tm_mday=20, tm_hour=5, tm_min=36, tm_sec=21, tm_wday=4, tm_yday=232, tm_isdst=0)",Microscopic Calculation of in-Medium Proton-Proton Cross Sections,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Microscopic Calculation of in-Medium Proton-Proton Cross Sections'}","We derive in-medium PROTON-PROTON cross sections in a microscopic model based
upon the Bonn nucleon-nucleon potential and the Dirac-Brueckner approach for
nuclear matter. We demonstrate the difference between proton-proton and
neutron-proton cross sections and point out the need to distinguish carefully
between the two cases. We also find substantial differences between our
in-medium cross sections and phenomenological parametrizations that are
commonly used in heavy-ion reactions.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We derive in-medium PROTON-PROTON cross sections in a microscopic model based\nupon the Bonn nucleon-nucleon potential and the Dirac-Brueckner approach for\nnuclear matter. We demonstrate the difference between proton-proton and\nneutron-proton cross sections and point out the need to distinguish carefully\nbetween the two cases. We also find substantial differences between our\nin-medium cross sections and phenomenological parametrizations that are\ncommonly used in heavy-ion reactions.'}","[{'name': 'G. Q. Li'}, {'name': 'R. Machleidt'}]",{'name': 'R. Machleidt'},R. Machleidt,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevC.49.566', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nucl-th/9308016v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nucl-th/9308016v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/1408.2413v1,True,http://arxiv.org/abs/1408.2413v1,2014-08-11T14:08:59Z,"time.struct_time(tm_year=2014, tm_mon=8, tm_mday=11, tm_hour=14, tm_min=8, tm_sec=59, tm_wday=0, tm_yday=223, tm_isdst=0)",2014-08-11T14:08:59Z,"time.struct_time(tm_year=2014, tm_mon=8, tm_mday=11, tm_hour=14, tm_min=8, tm_sec=59, tm_wday=0, tm_yday=223, tm_isdst=0)",Proton Mass Shift in Muonic Hydrogen Atom,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Proton Mass Shift in Muonic Hydrogen Atom'}","We show that the value of the proton mass depends on each bound state of
muonic or electronic hydrogen atom. The charged particle bound to the proton
produces magnetic field inside the proton. This makes a change to the amount of
chiral condensate inside the proton. The change gives rise to the shift in the
value of the proton mass. Numerically, the shift in the $2S$ state of the
muonic hydrogen atom can be of the order of $0.1$ meV. The effect may solve the
puzzle of the proton radius.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We show that the value of the proton mass depends on each bound state of\nmuonic or electronic hydrogen atom. The charged particle bound to the proton\nproduces magnetic field inside the proton. This makes a change to the amount of\nchiral condensate inside the proton. The change gives rise to the shift in the\nvalue of the proton mass. Numerically, the shift in the $2S$ state of the\nmuonic hydrogen atom can be of the order of $0.1$ meV. The effect may solve the\npuzzle of the proton radius.'}",[{'name': 'Aiichi Iwazaki'}],{'name': 'Aiichi Iwazaki'},Aiichi Iwazaki,,"[{'href': 'http://arxiv.org/abs/1408.2413v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/1408.2413v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/1706.01836v2,True,http://arxiv.org/abs/1706.01836v2,2017-09-24T14:21:38Z,"time.struct_time(tm_year=2017, tm_mon=9, tm_mday=24, tm_hour=14, tm_min=21, tm_sec=38, tm_wday=6, tm_yday=267, tm_isdst=0)",2017-06-06T16:12:51Z,"time.struct_time(tm_year=2017, tm_mon=6, tm_mday=6, tm_hour=16, tm_min=12, tm_sec=51, tm_wday=1, tm_yday=157, tm_isdst=0)","Development of a Practical Multicomponent Density Functional for
  Electron-Proton Correlation to Produce Accurate Proton Densities","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Development of a Practical Multicomponent Density Functional for\n  Electron-Proton Correlation to Produce Accurate Proton Densities'}","Multicomponent density functional theory (DFT) enables the consistent quantum
mechanical treatment of both electrons and protons. A major challenge has been
the design of electron-proton correlation functionals that produce even
qualitatively accurate proton densities. Herein an electron-proton correlation
functional, epc17, is derived analogously to the Colle-Salvetti formalism for
electron correlation and is implemented within the nuclear-electronic orbital
(NEO) framework. The NEO-DFT/epc17 method produces accurate proton densities
efficiently and is promising for diverse applications.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Multicomponent density functional theory (DFT) enables the consistent quantum\nmechanical treatment of both electrons and protons. A major challenge has been\nthe design of electron-proton correlation functionals that produce even\nqualitatively accurate proton densities. Herein an electron-proton correlation\nfunctional, epc17, is derived analogously to the Colle-Salvetti formalism for\nelectron correlation and is implemented within the nuclear-electronic orbital\n(NEO) framework. The NEO-DFT/epc17 method produces accurate proton densities\nefficiently and is promising for diverse applications.'}","[{'name': 'Yang Yang'}, {'name': 'Kurt R. Brorsen'}, {'name': 'Tanner Culpitt'}, {'name': 'Michael V. Pak'}, {'name': 'Sharon Hammes-Schiffer'}]",{'name': 'Sharon Hammes-Schiffer'},Sharon Hammes-Schiffer,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1063/1.4996038', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/1706.01836v2', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/1706.01836v2', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'physics.chem-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'physics.chem-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/0906.3226v1,True,http://arxiv.org/abs/0906.3226v1,2009-06-17T19:57:27Z,"time.struct_time(tm_year=2009, tm_mon=6, tm_mday=17, tm_hour=19, tm_min=57, tm_sec=27, tm_wday=2, tm_yday=168, tm_isdst=0)",2009-06-17T19:57:27Z,"time.struct_time(tm_year=2009, tm_mon=6, tm_mday=17, tm_hour=19, tm_min=57, tm_sec=27, tm_wday=2, tm_yday=168, tm_isdst=0)","Treatment of the proton-proton Coulomb force in proton-deuteron breakup
  Faddeev calculations","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Treatment of the proton-proton Coulomb force in proton-deuteron breakup\n  Faddeev calculations'}","We extend our approach to incorporate the proton-proton (pp) Coulomb force
into the three-nucleon (3N) Faddeev calculations from elastic proton-deuteron
(pd) scattering to the breakup process. The main new ingredient is a
3-dimensional screened pp Coulomb t-matrix obtained by a numerical solution of
the 3-dimensional Lippmann-Schwinger equation. We demonstrate numerically that
the proton-deuteron breakup observables can be determined from the resulting
on-shell 3N amplitudes increasing the screening radius. However, contrary to
the pd elastic scattering, the screening limit exists only after
renormalisation of the pp t-matrices.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We extend our approach to incorporate the proton-proton (pp) Coulomb force\ninto the three-nucleon (3N) Faddeev calculations from elastic proton-deuteron\n(pd) scattering to the breakup process. The main new ingredient is a\n3-dimensional screened pp Coulomb t-matrix obtained by a numerical solution of\nthe 3-dimensional Lippmann-Schwinger equation. We demonstrate numerically that\nthe proton-deuteron breakup observables can be determined from the resulting\non-shell 3N amplitudes increasing the screening radius. However, contrary to\nthe pd elastic scattering, the screening limit exists only after\nrenormalisation of the pp t-matrices.'}","[{'name': 'H. Witala'}, {'name': 'R. Skibinski'}, {'name': 'J. Golak'}, {'name': 'W. Glockle'}]",{'name': 'W. Glockle'},W. Glockle,,"[{'href': 'http://arxiv.org/abs/0906.3226v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/0906.3226v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/1308.4719v1,True,http://arxiv.org/abs/1308.4719v1,2013-08-21T21:17:30Z,"time.struct_time(tm_year=2013, tm_mon=8, tm_mday=21, tm_hour=21, tm_min=17, tm_sec=30, tm_wday=2, tm_yday=233, tm_isdst=0)",2013-08-21T21:17:30Z,"time.struct_time(tm_year=2013, tm_mon=8, tm_mday=21, tm_hour=21, tm_min=17, tm_sec=30, tm_wday=2, tm_yday=233, tm_isdst=0)",High Intensity Secondary Beams Driven by Protons,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'High Intensity Secondary Beams Driven by Protons'}","As part of the Intensity Frontier effort within the 2013 Community Summer
Study, a workshop on the proton machine capabilities was held (High Intensity
Secondary Beams Driven by Proton Beams) April 17-20, 2013 at Brookhaven
National Laboratory in Upton, NY. Primary aims of the workshop were to
understand: 1) the beam requirements for proposed high intensity proton beam
based measurements; 2) the capabilities of existing world-wide high power
proton machines; 3) proton facility upgrade plans and proposals for new
facilities; 4) and to document the R&D needs for proton accelerators and target
systems needed to support proposed intensity frontier measurements. These
questions are addressed in this summary.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'As part of the Intensity Frontier effort within the 2013 Community Summer\nStudy, a workshop on the proton machine capabilities was held (High Intensity\nSecondary Beams Driven by Proton Beams) April 17-20, 2013 at Brookhaven\nNational Laboratory in Upton, NY. Primary aims of the workshop were to\nunderstand: 1) the beam requirements for proposed high intensity proton beam\nbased measurements; 2) the capabilities of existing world-wide high power\nproton machines; 3) proton facility upgrade plans and proposals for new\nfacilities; 4) and to document the R&D needs for proton accelerators and target\nsystems needed to support proposed intensity frontier measurements. These\nquestions are addressed in this summary.'}","[{'name': 'John Galambos'}, {'name': 'Mei Bai'}, {'name': 'Sergei Nagaitsev'}]",{'name': 'Sergei Nagaitsev'},Sergei Nagaitsev,,"[{'href': 'http://arxiv.org/abs/1308.4719v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/1308.4719v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'physics.acc-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'physics.acc-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.ins-det', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/1710.11391v1,True,http://arxiv.org/abs/1710.11391v1,2017-10-31T09:38:00Z,"time.struct_time(tm_year=2017, tm_mon=10, tm_mday=31, tm_hour=9, tm_min=38, tm_sec=0, tm_wday=1, tm_yday=304, tm_isdst=0)",2017-10-31T09:38:00Z,"time.struct_time(tm_year=2017, tm_mon=10, tm_mday=31, tm_hour=9, tm_min=38, tm_sec=0, tm_wday=1, tm_yday=304, tm_isdst=0)",Photoproduction of $J/ψ$ with dissociation of protons,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Photoproduction of $J/ψ$ with dissociation of protons'}","We present the cross sections for both electromagnetic and diffractive
dissociation of protons for semiexclusive production of $J/\psi$ mesons in
proton-proton collisions at the LHC. Differential distributions in missing mass
($M_X$), as well as distributions in rapidity and transverse momentum of the
$J/\psi$ are calculated for $\sqrt{s} = 7$ TeV and 13 TeV proton proton
collisions. We compare the distributions for purely electromagnetic and purely
diffractive proton excitations/dissociation. We predict cross sections for
electromagnetic and diffractive excitations of similar order of magnitude.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We present the cross sections for both electromagnetic and diffractive\ndissociation of protons for semiexclusive production of $J/\\psi$ mesons in\nproton-proton collisions at the LHC. Differential distributions in missing mass\n($M_X$), as well as distributions in rapidity and transverse momentum of the\n$J/\\psi$ are calculated for $\\sqrt{s} = 7$ TeV and 13 TeV proton proton\ncollisions. We compare the distributions for purely electromagnetic and purely\ndiffractive proton excitations/dissociation. We predict cross sections for\nelectromagnetic and diffractive excitations of similar order of magnitude.'}","[{'name': 'Wolfgang Schäfer'}, {'name': 'Anna Cisek'}, {'name': 'Antoni Szczurek'}]",{'name': 'Antoni Szczurek'},Antoni Szczurek,,"[{'href': 'http://arxiv.org/abs/1710.11391v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/1710.11391v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/1907.03557v1,True,http://arxiv.org/abs/1907.03557v1,2019-07-01T13:37:05Z,"time.struct_time(tm_year=2019, tm_mon=7, tm_mday=1, tm_hour=13, tm_min=37, tm_sec=5, tm_wday=0, tm_yday=182, tm_isdst=0)",2019-07-01T13:37:05Z,"time.struct_time(tm_year=2019, tm_mon=7, tm_mday=1, tm_hour=13, tm_min=37, tm_sec=5, tm_wday=0, tm_yday=182, tm_isdst=0)",Lattice QCD Method To Study Proton Decay,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Lattice QCD Method To Study Proton Decay'}","The proton decay has not been experimentally observed with the lower limit of
the proton lifetime being $\gtrsim 10^{34}$ years which is more than the age of
the universe. One of the important quantity that appears in the study of the
proton decay is the proton decay matrix element which is a non-perturbative
quantity in QCD which cannot be calculated by using the perturbative QCD (pQCD)
method but it can be calculated by using the lattice QCD method. In this paper
we formulate the lattice QCD method to study the proton decay matrix element.
We derive the non-perturbative formula of the proton decay matrix element from
the first principle in QCD which can be calculated by using the lattice QCD
method.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The proton decay has not been experimentally observed with the lower limit of\nthe proton lifetime being $\\gtrsim 10^{34}$ years which is more than the age of\nthe universe. One of the important quantity that appears in the study of the\nproton decay is the proton decay matrix element which is a non-perturbative\nquantity in QCD which cannot be calculated by using the perturbative QCD (pQCD)\nmethod but it can be calculated by using the lattice QCD method. In this paper\nwe formulate the lattice QCD method to study the proton decay matrix element.\nWe derive the non-perturbative formula of the proton decay matrix element from\nthe first principle in QCD which can be calculated by using the lattice QCD\nmethod.'}",[{'name': 'Gouranga C Nayak'}],{'name': 'Gouranga C Nayak'},Gouranga C Nayak,,"[{'href': 'http://arxiv.org/abs/1907.03557v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/1907.03557v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'physics.gen-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'physics.gen-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/2101.01999v3,True,http://arxiv.org/abs/2101.01999v3,2021-03-06T21:42:30Z,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=6, tm_hour=21, tm_min=42, tm_sec=30, tm_wday=5, tm_yday=65, tm_isdst=0)",2021-01-06T13:14:19Z,"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=6, tm_hour=13, tm_min=14, tm_sec=19, tm_wday=2, tm_yday=6, tm_isdst=0)",The Gluon Exchange Model for diffractive and inelastic collisions,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The Gluon Exchange Model for diffractive and inelastic collisions'}","We propose a new model for a homogeneous description of hadron-hadron and
hadron-nucleus collisions, the Gluon Exchange Model, fundamentally based on
color octet (gluon) exchange. In proton-proton collisions we provide an exact
description of the final state proton and neutron spectrum including the proton
diffractive peak. In proton-nucleus reactions we find that the projectile
proton diquark cannot survive in more than about half of multiple
proton-nucleon processes and consequently must be very frequently
disintegrated, leading to long transfers of baryon number over rapidity space.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We propose a new model for a homogeneous description of hadron-hadron and\nhadron-nucleus collisions, the Gluon Exchange Model, fundamentally based on\ncolor octet (gluon) exchange. In proton-proton collisions we provide an exact\ndescription of the final state proton and neutron spectrum including the proton\ndiffractive peak. In proton-nucleus reactions we find that the projectile\nproton diquark cannot survive in more than about half of multiple\nproton-nucleon processes and consequently must be very frequently\ndisintegrated, leading to long transfers of baryon number over rapidity space.'}","[{'name': 'Marek Jeżabek'}, {'name': 'Andrzej Rybicki'}]",{'name': 'Andrzej Rybicki'},Andrzej Rybicki,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1016/j.physletb.2021.136200', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/2101.01999v3', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/2101.01999v3', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/2001.02752v1,True,http://arxiv.org/abs/2001.02752v1,2020-01-08T21:44:43Z,"time.struct_time(tm_year=2020, tm_mon=1, tm_mday=8, tm_hour=21, tm_min=44, tm_sec=43, tm_wday=2, tm_yday=8, tm_isdst=0)",2020-01-08T21:44:43Z,"time.struct_time(tm_year=2020, tm_mon=1, tm_mday=8, tm_hour=21, tm_min=44, tm_sec=43, tm_wday=2, tm_yday=8, tm_isdst=0)","Global Prompt Proton Sensor Network: Monitoring Solar Energetic Protons
  based on GPS Satellite Constellation","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Global Prompt Proton Sensor Network: Monitoring Solar Energetic Protons\n  based on GPS Satellite Constellation'}","Energetic particle instruments on board GPS satellites form a powerful global
prompt proton sensor network (GPPSn) that provides an unprecedented opportunity
to monitor and characterize solar energetic protons targeting the Earth. The
medium-Earth-orbits of the GPS constellation have the unique advantage of
allowing solar energetic protons to be simultaneously measured from multiple
points in both open- and closed-field line regions. Examining two example
intervals of solar proton events, we showcase in this study how GPS proton data
are prepared, calibrated and utilized to reveal important features of solar
protons, including their source, acceleration/scattering by interplanetary
shocks, the relative position of Earth when impinged by these shocks, the shape
of solar particle fronts, the access of solar protons inside the dynamic
geomagnetic field, as well temporally-varying proton distributions in both
energy and space. By comparing to Van Allen Probes data, GPS proton
observations are further demonstrated not only to be useful for qualitatively
monitoring the dynamics of solar protons, but also for quantitative scientific
research including determining cutoff L-shells. Our results establish that this
GPPSn can join forces with other existing solar proton monitors and contribute
to observing, warning, understanding and ultimately forecasting the incoming
solar energetic proton events.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Energetic particle instruments on board GPS satellites form a powerful global\nprompt proton sensor network (GPPSn) that provides an unprecedented opportunity\nto monitor and characterize solar energetic protons targeting the Earth. The\nmedium-Earth-orbits of the GPS constellation have the unique advantage of\nallowing solar energetic protons to be simultaneously measured from multiple\npoints in both open- and closed-field line regions. Examining two example\nintervals of solar proton events, we showcase in this study how GPS proton data\nare prepared, calibrated and utilized to reveal important features of solar\nprotons, including their source, acceleration/scattering by interplanetary\nshocks, the relative position of Earth when impinged by these shocks, the shape\nof solar particle fronts, the access of solar protons inside the dynamic\ngeomagnetic field, as well temporally-varying proton distributions in both\nenergy and space. By comparing to Van Allen Probes data, GPS proton\nobservations are further demonstrated not only to be useful for qualitatively\nmonitoring the dynamics of solar protons, but also for quantitative scientific\nresearch including determining cutoff L-shells. Our results establish that this\nGPPSn can join forces with other existing solar proton monitors and contribute\nto observing, warning, understanding and ultimately forecasting the incoming\nsolar energetic proton events.'}","[{'name': 'Yue Chen'}, {'name': 'Steven K. Morley'}, {'name': 'Matthew R. Carver'}]",{'name': 'Matthew R. Carver'},Matthew R. Carver,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1029/2019JA027679', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/2001.02752v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/2001.02752v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'physics.space-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'physics.space-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
